742, 30, 1, 44, 142, 28, 1
697, 60, 1, 44, 142, 28, 1
762, 90, 1, 44, 142, 28, 1
428, 120, 1, 44, 142, 28, 1
697, 120, 1, 44, 142, 28, 1
298, 150, 1, 44, 142, 28, 1
507, 150, 1, 44, 142, 28, 1
742, 150, 1, 44, 142, 28, 1
1002, 150, 1, 44, 142, 28, 1
585, 180, 1, 44, 142, 28, 1
715, 180, 1, 44, 142, 28, 1
922, 180, 1, 44, 142, 28, 1
1132, 180, 1, 44, 142, 28, 1
585, 210, 1, 44, 142, 28, 1
715, 210, 1, 44, 142, 28, 1
845, 210, 1, 44, 142, 28, 1
455, 240, 1, 44, 142, 28, 1
715, 240, 4, 85, 53, 17, 1
845, 240, 1, 44, 142, 28, 1
325, 270, 1, 44, 142, 28, 1
715, 270, 4, 85, 53, 17, 1
975, 270, 1, 44, 142, 28, 1
715, 300, 4, 85, 53, 17, 1
1105, 300, 1, 44, 142, 28, 1
715, 330, 4, 85, 53, 17, 1
715, 360, 4, 85, 53, 17, 1
715, 390, 4, 85, 53, 17, 1
677, 420, 4, 85, 53, 17, 1
650, 450, 4, 85, 53, 17, 1
632, 480, 4, 85, 53, 17, 1
612, 510, 4, 85, 53, 17, 1
456, 540, 1, 196, 229, 155, 1
586, 540, 4, 85, 53, 17, 1
716, 540, 1, 196, 229, 155, 1
373, 570, 1, 196, 229, 155, 1
503, 570, 1, 196, 229, 155, 1
633, 570, 1, 196, 229, 155, 1
763, 570, 1, 196, 229, 155, 1
425, 600, 1, 196, 229, 155, 1
555, 600, 1, 196, 229, 155, 1
685, 600, 1, 196, 229, 155, 1
