939, 60, 4, 216, 54, 54, 1
809, 90, 4, 181, 28, 28, 1
679, 120, 4, 161, 30, 21, 1
549, 150, 4, 161, 30, 21, 1
679, 150, 4, 161, 30, 21, 1
809, 150, 4, 161, 30, 21, 1
419, 180, 4, 161, 30, 21, 1
549, 180, 4, 181, 28, 28, 1
679, 180, 4, 181, 28, 28, 1
809, 180, 4, 181, 28, 28, 1
939, 180, 4, 161, 30, 21, 1
289, 210, 4, 161, 30, 21, 1
419, 210, 1, 199, 183, 42, 1
549, 210, 4, 216, 54, 54, 1
679, 210, 4, 194, 47, 47, 1
809, 210, 4, 194, 47, 47, 1
939, 210, 4, 194, 47, 47, 1
1069, 210, 4, 161, 30, 21, 1
159, 240, 4, 161, 30, 21, 1
289, 240, 1, 199, 183, 42, 1
419, 240, 1, 199, 183, 42, 1
549, 240, 4, 216, 54, 54, 1
679, 240, 4, 216, 54, 54, 1
809, 240, 4, 216, 54, 54, 1
939, 240, 4, 216, 54, 54, 1
1069, 240, 4, 194, 47, 47, 1
1199, 240, 4, 194, 47, 47, 1
29, 270, 4, 161, 30, 21, 1
159, 270, 1, 199, 183, 42, 1
289, 270, 1, 33, 31, 29, 1
419, 270, 1, 199, 183, 42, 1
549, 270, 4, 248, 48, 48, 1
679, 270, 4, 248, 48, 48, 1
809, 270, 4, 161, 30, 21, 1
939, 270, 4, 248, 48, 48, 1
1069, 270, 4, 216, 54, 54, 1
1199, 270, 4, 248, 48, 48, 1
1329, 270, 4, 194, 47, 47, 1
29, 300, 4, 216, 54, 54, 1
159, 300, 1, 199, 183, 42, 1
289, 300, 1, 199, 183, 42, 1
419, 300, 1, 199, 183, 42, 1
549, 300, 4, 248, 48, 48, 1
679, 300, 4, 161, 30, 21, 1
809, 300, 4, 161, 30, 21, 1
939, 300, 4, 248, 48, 48, 1
1069, 300, 4, 248, 48, 48, 1
1199, 300, 4, 232, 66, 66, 1
1329, 300, 4, 248, 48, 48, 1
29, 330, 4, 194, 47, 47, 1
159, 330, 4, 232, 66, 66, 1
289, 330, 4, 232, 66, 66, 1
419, 330, 4, 232, 66, 66, 1
549, 330, 4, 248, 48, 48, 1
679, 330, 4, 248, 48, 48, 1
809, 330, 4, 161, 30, 21, 1
939, 330, 4, 232, 66, 66, 1
1069, 330, 4, 232, 66, 66, 1
1199, 330, 4, 248, 48, 48, 1
1329, 330, 4, 194, 47, 47, 1
159, 360, 4, 194, 47, 47, 1
289, 360, 4, 214, 129, 129, 1
419, 360, 4, 232, 66, 66, 1
549, 360, 4, 232, 66, 66, 1
679, 360, 4, 232, 66, 66, 1
809, 360, 4, 232, 66, 66, 1
939, 360, 4, 232, 66, 66, 1
1069, 360, 4, 214, 129, 129, 1
1199, 360, 4, 194, 47, 47, 1
289, 390, 4, 194, 47, 47, 1
419, 390, 4, 214, 129, 129, 1
549, 390, 4, 232, 66, 66, 1
679, 390, 4, 232, 66, 66, 1
809, 390, 4, 232, 66, 66, 1
939, 390, 4, 214, 129, 129, 1
1069, 390, 4, 194, 47, 47, 1
419, 420, 4, 214, 168, 125, 1
549, 420, 4, 214, 129, 129, 1
679, 420, 4, 214, 129, 129, 1
809, 420, 4, 214, 129, 129, 1
939, 420, 4, 214, 168, 125, 1
549, 450, 4, 214, 168, 125, 1
679, 450, 4, 214, 168, 125, 1
809, 450, 4, 214, 168, 125, 1
679, 480, 4, 216, 54, 54, 1
809, 510, 4, 216, 54, 54, 1
939, 540, 4, 181, 28, 28, 1
